place_id,place_names
4261432,pleasant view
4243128,liberty
2912988,chaffee
2975796,velda city
2955766,ozark
2927370,glen echo park
2976444,waco
2932572,holden
2941834,lewis and clark village
2979054,westwood
2901288,anniston
2949088,moline acres
2904348,bel-nor
2954848,oregon
2951860,new hampton
2948098,milford
2906832,bogard
2917524,cross timbers
2939638,la due
2944516,luray
2960356,queen city
2902512,augusta
2958898,pollock
2913006,chain of rocks
2935306,ionia
2948566,mindenmines
2945020,mcfall
2930466,harris
2943454,livonia
2906922,bolckow
2980962,woodson terrace
2940430,lamar heights
2956144,paris
2932590,holland
2930196,hanley hills
2966337,scotsdale
2921988,elmer
2976660,walker
2978928,west plains
2901828,argyle
2962696,rock port
2937214,jerico springs
2902800,avondale
2932410,hoberg
2929908,hale
2980260,wilson city
2939440,koshkonong
2929422,greentop
2932824,homestown
2931780,hermitage
2906238,blairstown
2963776,rutledge
2972340,tarkio
2919162,denver
2908974,brumley
2922996,everton
2970990,stotts city
2966638,senath
2905824,birmingham
2950510,mount leonard
2935396,irondale
2914896,clifton hill
2916115,coney island
2916588,cosby
2937736,junction city
2920674,eagleville
2928594,grant city
2919090,dennis acres
2971620,sumner
2901018,amazonia
2981106,worthington
2915274,coffey
2923050,excello
2928864,grayridge
2929656,grovespring
2940808,latham
2916138,connelsville
2935180,indian lake
2918838,deering
2926020,frisbee
2962822,rocky comfort
2921214,edgar springs
2963110,rosebud
2933922,hurley
2944829,mccord bend
2962056,river bend
2954560,olean
2933886,huntsville
2938684,kimmswick
2903322,baring
2957368,phillipsburg
2938216,kelso
2954758,oran
2900802,alma
2916408,corder
2919918,dover
2912079,cave
2913852,chula
2922672,ethel
2921052,east prairie
2938792,kingdom city
2914140,clarksburg
2949394,monroe city
2907966,branson
2941906,liberal
2908002,brashear
2926920,gibbs
2963560,rush hill
2901630,arbyrd
2911350,cardwell
2933076,hornersville
2960176,purdy
2979126,wheaton
2932626,holliday
2926974,gideon
2956342,parma
2961994,risco
2951446,neelyville
2900748,allenville
2911242,cape girardeau
2935648,jackson
2923518,fairview
2952292,newtonia
2967632,shoal creek estates
2978424,wentworth
2907426,bosworth
2952760,norborne
2938468,keytesville
2963236,rothville
2970000,springfield
2951302,naylor
2917992,dadeville
2968888,south greenfield
2944156,louisburg
2945632,malta bend
2968204,slater
2900262,advance
2922600,essex
2916984,cowgill
2938846,kingston
2955352,osborn
2968942,south lineville
2903124,baldwin park
2917164,creighton
2920980,east lynne
2929764,gunn city
2971098,strasburg
2908884,browning
2952328,newtown
2955424,osgood
2921034,easton
2973852,trimble
2901072,amoret
2933724,hume
2947540,merwin
2962786,rockville
2928180,grandin
2979000,west sullivan
2907948,brandsville
2901648,arcadia
2943940,longtown
2908902,brownington
2918730,deepwater
2909694,bunker
2933256,houstonia
2915220,cobalt
2901522,appleton city
2976390,vista
2910432,caledonia
2911134,canton
2949592,monticello
2932698,hollywood
2964046,st. catharine
2908812,broseley
2947144,medill
2972232,taneyville
2957350,philadelphia
2930484,harrisburg
2906670,blue summit
2952130,new market
2900568,aldrich
2924580,flemington
2958448,pleasant hope
2928882,grayson
2917660,crystal lakes
2903340,barnard
2909838,burlington junction
2914662,clearmont
2956360,parnell
2908614,bronaugh
2918802,deerfield
2930862,harwood
2961364,richards
2941546,leonard
2970828,stockton
2909658,bunceton
2931996,high hill
2961328,rhineland
2902152,ashburn
2925552,frankford
2926866,gerald
2900424,airport drive
2936512,jasper
2940790,la russell
2960140,purcell
2939566,laclede
2913060,chamois
2959150,portage des sioux
2978334,weldon spring heights
2953454,norwood
2905248,beverly hills
2916228,cool valley
2917650,crystal lake park
2926110,frontenac
2927334,glendale
2933850,huntleigh
2940088,lakeshire
2953462,norwood court
2956414,pasadena park
2972034,sycamore hills
2979756,wilbur park
2980314,winchester
2938000,kansas city
2948980,missouri city
2953948,oakwood park
2927064,gilman city
2924058,ferrelview
2958196,platte woods
2901576,arbela
2977848,watson
2910144,butterfield
2911638,carterville
2965126,st. peters
2953894,oakwood
2945596,maitland
2923266,fairfax
2917902,curryville
2956882,pendleton
2944282,lowry city
2910342,cainsville
2913654,chilhowee
2951500,nelson
2981430,zalma
2981070,worth
2946424,marthasville
2918316,darlington
2953650,oak grove village
2969464,spickard
2973348,tindall
2929116,green castle
2904960,bernie
2917056,craig
2919378,de witt
2960410,quitman
2928360,granger
2966476,sedgewickville
2945218,macks creek
2906247,blanchard
2902260,ashley
2933778,hunter
2977794,wasola
2905320,biehle
2940880,la tour
2930772,hartwell
2964154,st. clement
2979468,white oak
2976192,villa ridge
2949646,montreal
2964370,st. george
2940039,lake st. clair
2980008,williamstown
2947846,middle grove
2909802,burgess
2965954,sappington
2909496,buell
2979288,white branch
2978226,weingarten
2974284,twin oaks
2923077,excelsior estates
2953804,oaks
2943472,lock springs
2959870,preston
2963074,roscoe
2913078,champ
2902746,avilla
2956432,pascola
2972898,theodosia
2946460,martinsburg
2967358,sheridan
2945470,madison
2972106,syracuse
2951572,neosho
2959096,poplar bluff
2927928,gordonville
2954200,old appleton
2922250,emerald beach
2904888,berger
2944768,mcbaine
2967808,silex
2938774,king city
2968870,south gorin
2974014,truxton
2922024,elmo
2977002,wardsville
2947612,metz
2966134,schell city
2913978,clarence
2957602,pilot grove
2928198,grand pass
2978406,wellsville
2913390,charmwood
2901252,annada
2941690,leslie
2945200,mckittrick
2939512,la belle
2910738,camden
2976840,walnut grove
2964082,st. charles
2978442,wentzville
2940214,lake tekakwitha
2931924,higbee
2975130,union star
2954686,olympian village
2971008,stoutland
2959942,princeton
2943468,loch lloyd
2928036,gower
2925912,freistatt
2949070,mokane
2935324,irena
2915760,commerce
2948134,millard
2927100,ginger blue
2910486,callao
2903052,bakersfield
2929962,halfway
2967718,sibley
2933904,hurdland
2921376,edmundson
2919144,denton
2906382,bloomfield
2968132,skidmore
2911908,castle point
2902584,aurora springs
2955478,otterville
2947900,middletown
2926254,galena
2925228,fortescue
2908776,brooklyn heights
2902044,arrow rock
2909642,bull creek
2953858,oakview
2956558,pattonsburg
2975724,vanduser
2961886,ridgely
2901864,arkoe
2979558,whiteside
2900604,alexandria
2959420,powersville
2944498,lupus
2916462,corning
2978064,weaubleau
2918946,de kalb
2930322,hardin
2945614,malden
2902034,arrow point
2948242,miller
2935000,independence
2981142,wyaconda
2901090,amsterdam
2928828,gravois mills
2924328,fisk
2933652,hughesville
2946244,marquand
2927028,gilliam
2960986,redings mill
2928630,grantwood village
2910612,calverton park
2933292,houston lake
2962660,rock hill
2980440,winigan
2962030,ritchey
2978622,westboro
2939845,lake annette
2918118,dalton
2912718,centerville
2941078,leadwood
2938972,kinloch
2926902,gerster
2933706,humansville
2921340,edinburg
2909388,bucklin
2947036,meadville
2925516,frankclay
2962210,riverview estates
2970954,stotesbury
2906148,blackwater
2924706,flordell hills
2923662,farber
2919486,diehlstadt
2902530,aullville
2951356,neck city
2963200,rosendale
2927676,golden city
2906256,bland
2928000,goss
2916822,country club hills
2903376,barnett
2927190,gladstone
2941168,lebanon
2950402,mountain grove
2925120,foristell
2914788,clever
2949196,monett
2980026,williamsville
2910288,cabool
2967196,shelbyville
2927514,glenwood
2973330,tina
2967214,sheldon
2960590,randolph
2957512,pierpont
2939170,knob lick
2949664,montrose
2926000,friedenswald
2975238,uplands park
2929476,greenville
2951662,newark
2908128,breckenridge
2930844,harviell
2935486,irwin
2942032,liberty
2907660,bowling green
2913600,chesterfield
2943292,linneus
2927262,glenaire
2924562,fleming
2925192,forsyth
2915886,conception
2954938,orrick
2912592,center
2924120,fidelity
2962570,rockaway beach
2974626,union
2923122,exeter
2905464,bigelow
2900910,altamont
2940520,la monte
2901972,arnold
2935186,indian point
2979820,wildwood
2946172,marionville
2900496,alba
2915130,clyde
2900514,albany
2916802,country club
2957494,pierce city
2912664,centertown
2907876,bragg city
2959726,prairie home
2960428,qulin
2940736,laredo
2954416,old monroe
2924184,fillmore
2975580,van buren
2901270,annapolis
2901954,armstrong
2929206,greenfield
2975886,verona
2939764,la grange
2976157,village of four seasons
2905495,big lake
2946964,mayview
2939044,kirkwood
2924094,festus
2976966,wardell
2973618,town and country
2908398,bridgeton
2910450,calhoun
2911692,caruthersville
2937790,kahoka
2961562,richland
2917074,crane
2945740,mansfield
2957656,pilot knob
2974194,tuscumbia
2973240,tightwad
2940196,lake tapawingo
2906526,blue eye
2935468,ironton
2904996,bertrand
2929494,greenwood
2967790,sikeston
2965234,salem
2931132,hayti
2970558,steele
2960734,raymondville
2909424,buckner
2946208,marlborough
2931204,haywood city
2925066,forest city
2945848,marble hill
2981016,wooldridge
2904132,bell city
2952076,new madrid
2916336,cooter
2964478,st. john
2913330,charlack
2903160,ballwin
2968384,smithton
2971062,strafford
2975166,unionville
2952058,new london
2906004,black jack
2942464,licking
2964172,st. cloud
2973690,tracy
2943652,lohman
2950168,mosby
2921916,ellsinore
2960716,ravenwood
2970270,stanberry
2922312,emma
2958628,pocahontas
2977182,warson woods
2954074,o'fallon
2953408,northwoods
2963857,saddlebrooke
2921322,edina
2907318,boonville
2938918,kingsville
2901054,amity
2961094,reeds
2926308,gallatin
2923338,fair grove
2960842,rea
2925372,foster
2962156,riverside
2922798,eugene
2946730,matthews
2914572,clayton
2940322,lake waukomis
2917272,creve coeur
2904222,bellefontaine neighbors
2961670,richmond
2911026,canalou
2929134,green city
2963704,russellville
2964190,st. elizabeth
2966044,savannah
2926776,gentry
2965000,st. louis
2920566,dutchtown
2908272,brewer
2957332,phelps city
2902692,avalon
2903394,barnhart
2958934,pomona
2967124,shawneetown
2931186,hayward
2925264,fort leonard wood
2910810,camdenton
2910360,cairo
2914068,clark
2936224,jacksonville
2961166,renick
2943274,linn creek
2919828,doolittle
2964424,st. james
2931762,hermann
2950060,morrison
2961238,republic
2979882,willard
2943760,lone jack
2907989,branson west
2938612,kimberling city
2961112,reeds spring
2921484,eldon
2940034,lake ozark
2919504,diggins
2925012,fordland
2966800,seymour
2958088,plato
2971512,summersville
2955694,oxly
2904864,bent tree harbor
2970342,stanton
2933040,horine
2934192,iantha
2941417,leisure lake
2953534,novinger
2966530,seligman
2977200,washburn
2924760,florida
2971026,stoutsville
2904834,benton city
2950672,mount vernon
2957080,perry
2961184,rensselaer
2939602,laddonia
2975706,vandiver
2910864,campbell
2914212,clarkton
2938306,kennett
2962228,rives
2902548,aurora
2913366,charleston
2981178,wyatt
2910468,california
2936368,jamestown
2926182,fulton
2932770,holts summit
2937000,jefferson city
2975202,unity village
2905950,blackburn
2916102,concordia
2919252,de soto
2931708,herculaneum
2977866,waverly
2978352,wellington
2922114,elsberry
2924886,foley
2931024,hawk point
2950204,moscow mills
2973942,troy
2979090,wheatland
2932248,hillsboro
2956226,parkdale
2939278,knox city
2953516,novelty
2916192,conway
2913690,chillicothe
2902638,auxvasse
2976102,vienna
2969230,southwest city
2902422,atlanta
2940682,la plata
2904150,belle
2956036,palmyra
2904798,benton
2906346,blodgett
2940448,lambert
2949988,morley
2905626,billings
2969302,sparta
2911566,carrollton
2965162,st. thomas
2972304,taos
2946316,marshall
2971890,sweet springs
2919792,doniphan
2941348,lee's summit
2965034,st. mary
2900964,alton
2972826,thayer
2909046,brunswick
2927208,glasgow
2947288,mendon
2980380,windsor place
2901720,arcola
2943490,lockwood
2971044,stover
2971728,sunrise beach
2975922,versailles
2912052,catron
2933364,howardville
2942536,lilbourn
2949898,morehouse
2972196,tallapoosa
2953786,oak ridge
2979612,whitewater
2914806,cliff village
2919432,diamond
2928108,granby
2943672,loma linda
2963902,saginaw
2970414,stark city
2970648,stella
2933742,humphreys
2948062,milan
2907534,bourbon
2917668,cuba
2902674,ava
2950438,mountain view
2963596,rushville
2910054,butler
2961418,rich hill
2964550,st. joseph
2940826,lathrop
2974176,turney
2967232,shell knob
2901702,archie
2904384,belton
2914770,cleveland
2926434,garden city
2940340,lake winnebago
2956756,peculiar
2958394,pleasant hill
2978838,west line
2915436,cole camp
2956126,paradise
2926578,gasconade
2938522,kidder
2961292,revere
2903034,baker
2910828,cameron
2978028,weatherby
2905068,bethany
2947486,mercer
2944372,lucerne
2920296,dudley
2956900,penermon
2957044,perkins
2925300,fortuna
2972574,tebbetts
2952364,new wells
2975994,vibbard
2966062,saverton
2908294,briarwood estates
2941852,lewistown
2939008,kirbyville
2947520,merriam woods
2979684,whiting
2957422,piedmont
2923752,farmington
2935450,iron mountain lake
2941024,leadington
2929332,green ridge
2926218,gainesville
2905734,birch tree
2922276,eminence
2915562,collins
2955388,osceola
2907102,bonne terre
2919198,des arc
2976012,viburnum
2939188,knob noster
2941402,leeton
2900928,altenburg
2926092,frohna
2914986,clinton
2948476,milo
2950330,moundville
2931654,henrietta
2921502,el dorado springs
2915922,conception junction
2929692,guilford
2933004,hopkins
2972412,tarsney lakes
2939852,lake arrowhead
2936422,jane
2929998,hallsville
2930718,hartsburg
2906976,bolivar
2952148,new melle
2919630,dixon
2935240,innsbrook
2973978,truesdale
2977128,warrenton
2981124,wright city
2948880,miramiguoa park
2956306,parkway
2977416,washington
2904330,bellflower
2951770,new florence
2925624,franklin
2902098,asbury
2911368,carl junction
2916678,cottleville
2924688,flint hill
2965108,st. paul
2911656,carthage
2920314,duenweg
2920512,duquesne
2954920,oronogo
2978118,webb city
2908650,brookfield
2925822,freeburg
2978910,westphalia
2922474,eolia
2972376,tarrants
2948386,mill spring
2922951,evergreen
2962912,rolla
2946388,marshfield
2929324,green park
2956272,park hills
2941870,lexington
2923698,farley
2953174,northmoor
2956288,parkville
2958178,platte city
2978856,weston
2910792,camden point
2918658,dearborn
2904248,bellerive acres
2904366,bel-ridge
2923986,ferguson
2929152,greendale
2931276,hazelwood
2932266,hillsdale
2937178,jennings
2939656,ladue
2908164,breckenridge hills
2908236,brentwood
2917218,crestwood
2946586,maryland heights
2955550,overland
2955964,pagedale
2961706,richmond heights
2962192,riverview
2967700,shrewsbury
2976246,vinita park
2978154,webster groves
2914554,claycomo
2932752,holt
2936314,jameson
2980548,winston
2926362,galt
2919018,dellwood
2919270,des peres
2921898,ellisville
2922834,eureka
2938072,kearney
2953102,north kansas city
2958520,pleasant valley
2971368,sugar creek
2973127,three creeks
2900280,affton
2927226,glasgow village
2969266,spanish lake
2914914,climax springs
2919216,desloge
2928170,grand falls plaza
2961904,ridgeway
2962498,rocheport
2957926,pinhook
2946406,marston
2945830,maplewood
2921250,edgerton
2959186,portageville
2967628,shoal creek drive
2914194,clarksville
2913015,chain-o-lakes
2901198,anderson
2940142,lakeside
2942608,lincoln
2957800,pine lawn
2923086,excelsior springs
2949574,montgomery city
2947648,mexico
2903556,bates city
2951140,napoleon
2928090,grain valley
2923428,fair play
2905266,bevier
2923950,fenton
2978046,weatherby lake
2947270,memphis
2917344,crocker
2925894,freeman
2941114,leasburg
2949034,moberly
2978514,west alton
2932068,highlandville
2970738,stewartsville
2932536,holcomb
2957818,pineville
2953750,oakland
2934354,imperial
2969518,spokane
2954352,old jamestown
2928918,gray summit
2918910,defiance
2958574,plevna
2940304,lake viking
2918496,dawn
2905608,big spring
2928860,grayhawk
2948602,mine la motte
2949610,montier
2923248,fairdealing
2925948,fremont
2973006,thomasville
2968762,south fork
2959060,pontiac
2920656,eagle rock
2981088,wortham
2972772,terre du lac
2919684,doe run
2927658,golden
2939080,kissee mills
2953876,oakville
2909784,burfordville
2947180,mehlville
2916030,concord
2948350,millersville
2951842,new hamburg
2904525,bennett springs
2960824,rayville
2960644,ravanna
2960528,raintree plantation
2973816,trenton
2941438,lemay
2956396,pasadena hills
2963956,st. ann
2975814,velda village hills
2978370,wellston
2932140,high ridge
2940222,lake timberline
2940988,lawson
2959816,prathersville
2950834,murphy
2979432,whiteman afb
2950078,morrisville
2980512,winona
2948710,mineral point
2966674,seneca
2904114,bella villa
2923032,ewing
2904906,berkeley
2916876,country life acres
2915670,columbia
2971224,sturgeon
2948656,miner
2912682,centerview
2977092,warrensburg
2964244,st. francisville
2980098,willow springs
2974473,umber view heights
2922006,elmira
2932806,homestead
2980767,wood heights
2946640,maryville
2937592,joplin
2906652,blue springs
2945326,macon
2966368,scott city
2910240,byrnes mill
2962894,rogersville
2950312,mound city
2956620,peaceful village
2925957,fremont hills
2932662,hollister
2953624,oak grove
2934228,iberia
2957278,pevely
2906454,bloomsdale
2902242,ashland
2960284,puxico
2971440,sullivan
2978314,weldon spring
2930214,hannibal
2939952,lake lafayette
2958250,plattsburg
2943238,linn
2971746,sunset hills
2952796,normandy
2980350,windsor
2955910,pacific
2946946,maysville
2905104,bethel
2975364,utica
2952742,noel
2968852,south gifford
2906742,blythedale
2919990,downing
2927280,glen allen
2958916,polo
2977920,wayland
2930610,harrisonville
2960752,raymore
2918253,dardenne prairie
2940043,lake st. louis
2928324,grandview
2960788,raytown
2933238,houston
2951716,newburg
2919396,dexter
2952418,niangua
2947684,miami
2937574,jonesburg
2923842,fayette
2944174,louisiana
2964136,st. clair
2965990,sarcoxie
2960158,purdin
2947594,meta
2902962,bagnell
2934210,iatan
2924778,florissant
2945668,manchester
2975472,valley park
2977992,waynesville
2937700,josephville
2979180,wheeling
2955640,owensville
2980422,winfield
2965144,st. robert
2933868,huntsdale
2945866,marceline
2941762,levasy
2967178,shelbina
2951824,new franklin
2902188,ash grove
2913582,chesapeake
2968420,smithville
2973870,triplett
2952616,nixa
2965018,st. martins
2940376,lamar
2954650,olivette
2953138,north lilbourn
2975220,university city
2919072,delta
2941132,leawood
2965450,salisbury
2921844,ellington
2912358,cedar hill
2909514,buffalo
2959330,potosi
2900244,adrian
2920134,drexel
2956612,paynesville
2911728,carytown
2973420,tipton
2951644,nevada
2954038,odessa
2944390,ludlow
2927874,goodman
2951680,new bloomfield
2977146,warsaw
2939026,kirksville
2930034,hamilton
2939503,labarque creek
2957116,perryville
2966440,sedalia
2925768,fredericktown
2970576,steelville
2908470,brimson
2914158,clarksdale
2940610,lancaster
2917632,crystal city
2905878,bismarck
2949790,mooresville
2955244,osage beach
2936332,jamesport
2900298,agency
2964180,ste. genevieve
2975310,urbana
2931168,hayti heights
2975688,vandalia
2925411,fountain n' lakes
2940592,lanagan
2930754,hartville
2939980,lake lotawana
2957404,pickering
2912376,cedar hill lakes
2908038,braymer
2918190,danville
2913474,cherokee pass
2914176,clarkson valley
2975346,urich
2966935,shakertowne
2923824,faucett
2959708,prairie hill
2903592,battlefield
2971508,summer set
2940916,laurie
2912898,centralia
2933760,hunnewell
2971628,sundown
2955892,ozora
2951914,new haven
2931960,higginsville
2930016,halltown
2911890,cassville
2927924,goose creek lake
2900712,allendale
2956468,passaic
2951734,new cambria
2950528,mount moriah
2928072,graham
2943346,lithium
0868655,sawpit
0880865,victor
0859005,pierce
0803235,arriba
0818420,crestone
0851745,montrose
0808345,branson
0815330,coal creek
0837380,hooper
0856365,otis
0865740,romeo
0808675,brighton
0842055,la jara
0831550,granada
0856145,ordway
0851690,montezuma
0820495,dinosaur
0862000,pueblo
0840570,kim
0878335,towner
0827535,fort garland
0844265,lazear
0850026,meridian village
0868985,segundo
0866995,saddle ridge
0841065,kittredge
0807580,bonanza mountain estates
0874080,stonegate
0803015,aristocrat ranchettes
0808950,brook forest
0820770,dolores
0839195,jamestown
0882735,ward
0870360,silver plume
0844100,la veta
0842495,lakeside
0822145,eads
0834740,haswell
0848500,manzanola
0867005,saguache
0812815,centennial
0819630,deer trail
0808620,briggsdale
0853010,nathrop
0834630,hartsel
0834960,haxtun
0856475,ovid
0817925,crawford
0853120,naturita
0824950,erie
0828360,frederick
0821265,dove creek
0855045,nunn
0869150,severance
0863265,red cliff
0838535,ignacio
0806530,bethune
0827425,fort collins
0826875,fleming
0862660,ramah
0837600,hot sulphur springs
0841010,kit carson
0824620,empire
0800760,aguilar
0828745,fruita
0867830,sanford
0859830,pitkin
0826765,flagler
0848060,manassa
0879100,twin lakes
0867142,st. mary's
0868875,sedalia
0845695,log lane village
0883835,westminster
0850040,merino
0871625,smeltertown
0817485,cotopaxi
0820605,divide
0828830,fulford
0830890,goldfield
0867500,san acacio
0849325,maybell
0844695,leyner
0856695,padroni
0801915,amherst
0886200,woody creek
0812945,chacra
0879105,twin lakes
0880755,vernon
0839745,joes
0813590,cherry creek
0870112,sierra ridge
0829295,garfield
0835400,heeney
0847345,mccoy
0847015,lynn
0801640,alpine
0869480,shaw heights
0863375,redlands
0857850,parshall
0830945,gold hill
0822575,east pleasant view
0804165,avondale
0802850,arapahoe
0869110,seven hills
0886117,woodmoor
0827865,fountain
0809115,brookside
0869040,seibert
0808070,bow mar
0869700,sheridan lake
0866895,rye
0812030,carbonate
0820000,denver
0873715,starkville
0885045,wiley
0806255,berthoud
0879270,two buttes
0823025,eckley
0826600,firestone
0864255,rifle
0853175,nederland
0857630,parker
0802905,arboles
0851250,moffat
0864090,rico
0829955,gilcrest
0864870,rock creek park
0818640,crook
0818750,crowley
0858675,peyton
0852350,mountain view
0868105,san luis
0838590,iliff
0871790,snyder
0867040,st. ann highlands
0864970,rockvale
0855705,olney springs
0829240,gardner
0842165,la junta gardens
0853780,niwot
0861315,pritchett
0882460,walsh
0848555,marble
0855870,ophir
0868930,sedgwick
0852075,morrison
0829185,garden city
0800320,acres green
0843000,lakewood
0838480,idledale
0836610,hillrose
0832155,greeley
0885485,windsor
0860160,platteville
0849875,meeker
0811260,calhan
0802355,antonito
0886475,yampa
0869645,sheridan
0808400,breckenridge
0846355,louisville
0823740,elizabeth
0840185,keenesburg
0827810,fort morgan
0827975,fowler
0807795,boone
0841560,kremmling
0820440,dillon
0873330,springfield
0856420,ouray
0811810,cañon city
0809280,broomfield
0825115,estes park
0828105,foxfield
0812387,castle pines
0849600,mead
0881030,vilas
0860600,poncha springs
0874815,sugar city
0858592,perry park
0837220,holly hills
0801740,altona
0848940,marvel
0806602,beulah valley
0808530,brick center
0851975,morgan heights
0860765,portland
0884000,weston
0828800,fruitvale
0855925,orchard
0863320,red feather lakes
0829845,gerrard
0811975,capulin
0822035,durango
0803455,arvada
0807850,boulder
0812855,center
0865685,rollinsville
0816110,columbine
0883175,weldona
0879800,upper witter gulch
0874375,strasburg
0806970,black forest
0881305,vineland
0854750,north washington
0849215,matheson
0878345,trail side
0845145,lincoln park
0807455,blue valley
0844375,leadville north
0815440,coaldale
0839250,jansen
0823300,edwards
0817100,cope
0827175,floyd hill
0883500,westcreek
0854495,north la junta
0822882,echo hills
0885760,wolcott
0850380,midland
0876190,tabernash
0848115,mancos
0882350,walsenburg
0815550,cokedale
0878610,trinidad
0827950,four square mile
0823135,edgewater
0830835,golden
0845255,littleton
0873925,stepping stone
0873943,sterling ranch
0829680,genoa
0837875,hugo
0813460,cheraw
0842110,la junta
0801530,alma
0825610,fairplay
0828690,frisco
0813845,cherry hills village
0816385,columbine valley
0812415,castle rock
0843550,larkspur
0845955,lone tree
0883450,westcliffe
0829735,georgetown
0816000,colorado springs
0827040,florence
0810105,buena vista
0806090,bennett
0841835,lafayette
0847070,lyons
0870195,silt
0809555,brush
0884770,wiggins
0862880,rangely
0852550,mountain village
0854880,norwood
0839965,julesburg
0864200,ridgway
0835070,hayden
0873825,steamboat springs
0819795,del norte
0851635,monte vista
0857245,paoli
0834520,hartman
0871755,snowmass village
0837215,holly
0843110,lamar
0814765,city of creede
0804935,basalt
0833695,gypsum
0880040,vail
0828305,fraser
0831605,granby
0885705,winter park
0852570,mount crested butte
0842330,lake city
0857300,paonia
0803950,ault
0825280,evans
0827700,fort lupton
0833310,grover
0837820,hudson
0840515,kersey
0854330,northglenn
0863045,raymer (new raymer)
0886750,yuma
0812635,cedaredge
0855540,olathe
0815605,collbran
0856970,palisade
0822200,eagle
0811645,campo
0858235,peetz
0873935,sterling
0846465,loveland
0877510,timnath
0883230,wellington
0882130,walden
0803620,aspen
0851800,monument
0825390,evergreen
0829625,genesee
0862220,pueblo west
0867445,salt creek
0828250,franktown
0850012,meridian
0866197,roxborough park
0855980,orchard city
0833035,greenwood village
0817375,cortez
0820275,derby
0883120,welby
0815302,coal creek
0823575,eldora
0821390,downieville-lawson-dumont
0839855,johnstown
0843605,la salle
0814587,cimarron hills
0857025,palmer lake
0843220,laporte
0815165,clifton
0814175,cheyenne wells
0885155,williamsburg
0807420,blue sky
0815825,colona
0818310,crested butte
0863650,redstone
0844595,lewis
0858785,phippsburg
0880370,valmont
0857445,paragon estates
0875585,sunshine
0853875,no name
0812460,catherine
0852820,mulford
0882900,watkins
0849490,maysville
0817150,copper mountain
0819150,dakota ridge
0824290,el moro
0830350,glendale
0872320,southern ute
0858960,piedra
0874275,stonewall gap
0825550,fairmount
0880095,valdez
0852210,mountain meadows
0807245,blende
0805120,battlement mesa
0845680,loghill village
0808290,brandon
0842000,laird
0838425,idalia
0840900,kirk
0845750,loma
0821330,dove valley
0833420,guffey
0860655,ponderosa park
0806172,berkley
0876325,tall timber
0838910,inverness
0835860,hidden lake
0856035,orchard mesa
0818585,crisman
0879785,upper bear creek
0827095,florissant
0859520,pine valley
0810985,byers
0871845,somerset
0858510,peoria
0837655,howard
0839160,jackson lake
0874980,sugarloaf
0802575,applewood
0823520,elbert
0844270,lazy acres
0803840,atwood
0834685,hasty
0812450,cathedral
0877757,todd creek
0801420,allenspark
0812325,cascade-chipita park
0868847,security-widefield
0831935,grand view estates
0859885,placerville
0846410,louviers
0878280,towaoc
0815935,colorado city
0838810,indian hills
0877235,the pinery
0812393,castle pines village
0884440,wheat ridge
0875970,swink
0807410,blue river
0818530,cripple creek
0807025,black hawk
0831660,grand junction
0816495,commerce city
0812900,central
0833640,gunnison
0874430,stratmoor
0876795,telluride
0855155,oak creek
0877290,thornton
0838370,idaho springs
0819850,delta
0853395,new castle
0865190,rocky ford
0824785,englewood
0804110,avon
0840790,kiowa
0822860,eaton
0854935,nucla
0800925,akron
0819080,dacono
0881690,vona
0870635,simla
0810600,burlington
0870250,silver cliff
0839800,johnson village
0833502,gunbarrel
0816715,conejos
0816465,comanche creek
0847235,mcclave
0837270,holyoke
0857400,parachute
0805265,bayfield
0853945,norrie
0870525,silverthorne
0800620,aetna estates
0836940,hoehne
0856860,pagosa springs
0844980,limon
0836410,highlands ranch
0826270,federal heights
0875640,superior
0848445,manitou springs
0801145,alamosa east
0858400,penrose
0884042,west pleasant view
0840550,keystone
0837545,hotchkiss
0843660,las animas
0857465,park center
0886090,woodland park
0867280,salida
0830420,gleneagle
0844320,leadville
0804000,aurora
0807571,bonanza
0832650,green mountain falls
0845530,lochbuie
0817760,craig
0807190,blanca
0840377,ken caryl
0870580,silverton
0824235,ellicott
0863705,redvale
0886310,wray
0830780,glenwood springs
0845970,longmont
0872395,south fork
0812045,carbondale
0819355,de beque
0827370,fort carson
0830340,glendale
0850920,minturn
0823630,eldorado springs
0821155,dotsero
0804620,bark ranch
0812470,cattle creek
0831715,grand lake
0823795,el jebel
0803730,aspen park
0859240,pine brook hill
0801090,alamosa
0850480,milliken
0874485,stratton
0869810,sherrelwood
0800870,air force academy
4940250,kanosh
4929580,glenwood
4967990,scofield
4953010,mount pleasant
4964560,rockville
4965240,rush valley
4922540,elmo
4980530,virgin
4948830,meadow
4920340,duchesne
4905490,bicknell
4900870,alton
4908020,brian head
4977560,tropic
4901750,annabella
4956750,ophir
4905380,beryl junction
4908787,bryce canyon city
4954550,newton
4907470,boulder
4948610,marysvale
4911870,centerfield
4925070,fayette
4980860,wales
4933100,hanksville
4974920,tabiona
4911000,castle valley
4940030,kanarraville
4935960,holden
4922650,elsinore
4982730,wendover
4944320,lehi
4980970,wallsburg
4937924,interlaken
4947840,mantua
4920780,dutch john
4936620,howell
4971840,springdale
4936950,huntington
4969970,snowville
4919020,deseret
4975470,teasdale
4941020,kenilworth
4921880,echo
4967400,samak
4974260,sundance
4953340,myton
4941350,kingston
4971730,spring city
4944650,levan
4980200,vernon
4901310,american fork
4963240,redmond
